ID,Gene_name
X8113278, LIX1 
X8113286, RIOK2 
X8113299, RNU1-73P 
X8113301,
X8113303,
X8113305, CHD1 
X8113342,
X8113344,
X8113346,
X8113348,
X8113350,
X8113352,
X8113354,
X8113356,
X8113358, ST8SIA4 
X8113367, RNA5SP188 
X8113369, SLCO4C1 
X8113385, SLCO6A1 
X8113403, GIN1 
X8113413, NUDT12 
X8113421,
X8113427, RN7SL255P 
X8113429, RNU6-334P 
X8113431, RNA5SP189 
X8113433, EFNA5 
X8113443, RN7SL782P 
X8113445, FBXL17 
X8113467, GJA1P1 
X8113469, PJA2 
X8113481, RN7SKP230 
X8113483, TMEM232 
X8113489,
X8113491, STARD4 
X8113502, RN7SKP57 
X8113504, NREP 
X8113512, EPB41L4A 
X8113542, REEP5 
X8113551, MCC 
X8113573, TSSK1B 
X8113577, TRIM36 
X8113591, PGGT1B 
X8113602, CCDC112 
X8113614,
X8113616, FEM1C 
X8113623, TMED7-TICAM2 
X8113639, RNU2-49P 
X8113641, CDO1 
X8113651, ATG12 
X8113658, LOC100132014 
X8113660,
X8113664, HMGN2P27 
X8113666, SEMA6A 
X8113689, RPL7L1P4 
X8113691, DTWD2 
X8113699,
X8113701, RN7SL174P 
X8113703,
X8113705, RNU6-718P 
X8113707, RNU4-69P 
X8113709, LOX 
X8113717, MGC32805 
X8113724, RN7SL689P 
X8113726, PPIC 
X8113733, CEP120 
X8113759,
X8113761, ZNF608 
X8113771, RN7SKP117 
X8113773, ALDH7A1 
X8113782, RNU6-963P 
X8113784,
X8113786,
X8113788, RNU6-752P 
X8113790, MARCH3 
X8113796, C5orf63 
X8113800, FBN2 
X8113871,
X8113873, HINT1 
X8113879,
X8113881, RAPGEF6 
X8113914, FNIP1 
X8113936,
X8113938, ACSL6 
X8113981, P4HA2 
X8114002, P4HA2 
X8114006,
X8114010, IRF1 
X8114023, IL5 
X8114030, KIF3A 
X8114050, SEPT8 
X8114068, SHROOM1 
X8114080, GDF9 
X8114083, AFF4 
X8114111,
X8114113, ZCCHC10 
X8114119, FSTL4 
X8114136,
X8114138, C5orf15 
X8114145, VDAC1 
X8114152, SKP1 
X8114158, PPP2CA 
X8114171, CDKL3 
X8114185, CDKN2AIPNL 
X8114191, RNU6-456P 
X8114193, SAR1B 
X8114203, RNU6-1311P 
X8114205, RNU6-1164P 
X8114207,
X8114209,
X8114211,
X8114213,
X8114215, PITX1 
X8114225, H2AFY 
X8114239, TIFAB 
X8114245, NEUROG1 
X8114249, CXCL14 
X8114256, IL9 
X8114263, LECT2 
X8114270, SMAD5-AS1 
X8114273, TRPC7 
X8114285, RNA5SP193 
X8114287, SPOCK1 
X8114300, KLHL3 
X8114320, HNRNPA0 
X8114326, FAM13B 
X8114352, RNU6-1148P 
X8114354, NME5 
X8114363, RNU6-888P 
X8114365, BRD8 
X8114396, CDC23 
X8114415, GFRA3 
X8114425, CDC25C 
X8114443, ETF1 
X8114455, HSPA9 
X8114468, SNORD63 
X8114470, LRRTM2 
X8114476, SIL1 
X8114489, RN7SKP64 
X8114491, SLC23A1 
X8114511, MZB1 
X8114518, SPATA24 
X8114526, DNAJC18 
X8114536, TMEM173 
X8114546,
X8114548, RNU6-236P 
X8114550, NRG2 
X8114567, PFDN1 
X8114572, HBEGF 
X8114579, RNU4-14P 
X8114581,
X8114583, SRA1 
X8114593, APBB3 
X8114612, CD14 
X8114618, NDUFA2 
X8114625, DND1 
X8114628, HARS 
X8114643,
X8114645,
X8114647, SLC25A2 
X8114653, TAF7 
X8114658, DIAPH1 
X8114691, HDAC3 
X8114709, FCHSD1 
X8114733, ARAP3 
X8114767, PCDH1 
X8114778, GCSH 
X8114780, PCDH12 
X8114787, GNPDA1 
X8114797, SPRY4 
X8114805, FGF1 
X8114812,
X8114814, NR3C1 
X8114829, YIPF5 
X8114843, RN7SKP246 
X8114845, PRELID2 
X8114856, PLAC8L1 
X8114861, LARS 
X8114896, GPR151 
X8114898, PPP2R2B 
X8114900, PPP2R2B 
X8114918, RN7SL791P 
X8114920, DPYSL3 
X8114938, JAKMIP2 
X8114964, SPINK1 
X8114970, C5orf46 
X8114977, HTR4 
X8114991, SH3TC2 
X8115010, RNU6-732P 
X8115012, RN7SKP145 
X8115014, IL17B 
X8115022, CSNK1A1 
X8115037, RNU6-588P 
X8115039,
X8115041, PDE6A 
X8115064,
X8115066,
X8115068, TIGD6 
X8115074,
X8115076, CSF1R 
X8115099, PDGFRB 
X8115122, CAMK2A 
X8115144, ARSI 
X8115147, CD74 
X8115158, RPS14 
X8115164, RPS14 
X8115166,
X8115168, RBM22 
X8115181, DCTN4 
X8115196, ZNF300 
X8115205, ZNF300P1 
X8115210, TNIP1 
X8115234, ANXA6 
X8115261, CCDC69 
X8115274, SLC36A3 
X8115287, SLC36A2 
X8115300, RNA5SP197 
X8115302, FAT2 
X8115327, SPARC 
X8115340,
X8115342,
X8115344, RN7SKP232 
X8115346, ATOX1 
X8115355, GLRA1 
X8115366, RNA5SP198 
X8115368, NMUR2 
X8115375, FAM114A2 
X8115391, HAND1 
X8115395,
X8115397, FAXDC2 
X8115410, GEMIN5 
X8115441,
X8115443,
X8115445, TIMD4 
X8115455, HAVCR1 
X8115464, HAVCR2 
X8115476, MED7 
X8115481, FAM71B 
X8115487, FNDC9 
X8115490, ADAM19 
X8115516, SOX30 
X8115524, CLINT1 
X8115541, RNU2-48P 
X8115543, EBF1 
X8115562, RNF145 
X8115570, IL12B 
X8115580, PWWP2A 
X8115584, CCNJL 
X8115594, C1QTNF2 
X8115600, ZBED8 
X8115606, SLU7 
X8115623, ATP10B 
X8115651, GABRB2 
X8115664, GLRXP3 
X8115666, NUDCD2 
X8115673, RNU6-168P 
X8115675, RNU6-209P 
X8115677,
X8115679,
X8115681, PANK3 
X8115689, MIR103A1 
X8115691, SLIT3 
X8115730, MIR218-2 
X8115732, LOC100133106 
X8115734, LCP2 
X8115756, KCNMB1 
X8115765, FBXW11 
X8115783, STK10 
X8115806, UBTD2 
X8115812,
X8115814, SH3PXD2B 
X8115828,
X8115831, DUSP1 
X8115836,
X8115838,
X8115840, NKX2-5 
X8115847,
X8115849, RNA5SP200 
X8115851, STC2 
X8115863, RNU6-500P 
X8115865, BOD1 
X8115871, FLJ16171 
X8115873,
X8115875, DRD1 
X8115884,
X8115886, LOC728554 
X8115895, KIAA1191 
X8115907, NOP16 
X8115918, CLTB 
X8115927, RNF44 
X8115939, RN7SL684P 
X8115941, GPRIN1 
X8115948, SNCB 
X8115957, HK3 
X8115978, UIMC1 
X8115997, RAB24 
X8116012, MXD3 
X8116020, LMAN2 
X8116031, PFN3 
X8116033, F12 
X8116051, DBN1 
X8116070, PDLIM7 
X8116086, DOK3 
X8116096, DDX41 
X8116113, FAM193B 
X8116128, LOC202181 
X8116130, FAM153B 
X8116162, PROP1 
X8116168, NHP2 
X8116174, GMCL1P1 
X8116177, PHYKPL 
X8116195, COL23A1 
X8116227, CLK4 
X8116245, RN7SKP70 
X8116247, ZNF354A 
X8116253, GRM6 
X8116272, ADAMTS2 
X8116295,
X8116297, HNRNPH1 
X8116313, C5orf60 
X8116316, MGAT4B 
X8116335, C5orf45 
X8116346,
X8116348, TBC1D9B 
X8116372, RNF130 
X8116384, RASGEF1C 
X8116400,
X8116402, MAPK9 
X8116418, GFPT2 
X8116439, SCGB3A1 
X8116445, FLT4 
X8116479, OR2AI1P 
X8116482, OR2Y1 
X8116484, MGAT1 
X8116494, ZFP62 
X8116500, OR2V1 
X8116502,
X8116504, TRIM7 
X8116520, GNB2L1 
X8116530, SNORD96A 
X8116532, SNORD95 
X8116534, TRIM52 
X8116537, BTNL8 
X8116545, FLJ43763 
X8116548, DUSP22 
X8116559, IRF4 
X8116571,
X8116573,
X8116577,
X8116579, FOXQ1 
X8116582, FOXF2 
X8116585, RN7SL352P 
X8116589,
X8116591, FOXC1 
X8116593, HMGN2P28 
X8116595, WRNIP1 
X8116607, LINC01011 
X8116610, NQO2 
X8116620, FAM136BP 
X8116622, RIPK1 
X8116635, BPHL 
X8116649, TUBB2A 
X8116651,
X8116653, TUBB2A 
X8116655, PSMG4 
X8116658, FAM50B 
X8116662,
X8116664, PRPF4B 
X8116696, C6orf201 
X8116707, KU-MEL-3 
X8116710, CDYL 
X8116722, LOC100129033 
X8116724, FARS2 
X8116734, LY86 
X8116740, RREB1 
X8116760, RIOK1 
X8116780, DSP 
X8116807, SNRNP48 
X8116818, BMP6 
X8116827, PIP5K1P1 
X8116829, RNU6ATAC21P 
X8116831, TFAP2A-AS1 
X8116835, GCNT2 
X8116846,
X8116848, PAK1IP1 
X8116859, TMEM14C 
X8116867, TMEM14B 
X8116874, SYCP2L 
X8116904, ELOVL2-AS1 
X8116906,
X8116908,
X8116910, HIVEP1 
X8116921, EDN1 
X8116929, RPL15 
X8116932, PHACTR1 
X8116952, RNU1-11P 
X8116954, RN7SKP204 
X8116956, SIRT5 
X8116969, NOL7 
X8116980, RNF182 
X8116983, CD83 
X8116992,
X8116994, RNU6-793P 
X8116996, RN7SL332P 
X8116998, JARID2 
X8117018, RNU6-522P 
X8117020, MYLIP 
X8117032, RNU6-1114P 
X8117034, GMPR 
X8117045, RBM24 
X8117054, CAP2 
X8117071, FAM8A1 
X8117077, RNU6-190P 
X8117079, LIMD1-AS1 
X8117081, KDM1B 
X8117106, RNF144B 
X8117118, RNA5SP205 
X8117120, ID4 
X8117126,
X8117128, E2F3 
X8117138,
X8117140, CDKAL1 
X8117161,
X8117165, SOX4 
X8117170, RN7SKP240 
X8117172, HDGFL1 
X8117176, LOC100129307 
X8117178, NRSN1 
X8117187,
X8117189, KAAG1 
X8117192, RNU6-391P 
X8117194, MRS2 
X8117207, ALDH5A1 
X8117219, ACOT13 
X8117225, GMNN 
X8117237,
X8117239,
X8117241,
X8117243, LRRC16A 
X8117284, RNU6-987P 
X8117286,
X8117288, SCGN 
X8117301, HIST1H2BA 
X8117304, SLC17A4 
X8117321, TRIM38 
X8117330, HIST1H3A 
X8117334, HIST1H4A 
X8117339, HIST1H3C 
X8117343, HFE 
X8117368, HIST1H4C 
X8117372, HIST1H2AC 
X8117377, HIST1H1E 
X8117382, HIST1H2BD 
X8117389, HIST1H2BE 
X8117395, HIST1H2BF 
X8117402, HIST1H4E 
X8117408, HIST1H2AE 
X8117415, HIST1H3E 
X8117422, HIST1H4F 
X8117426, HIST1H2BH 
X8117429, HIST1H2BI 
X8117435, BTN3A2 
X8117447, BTN2A2 
X8117458, BTN3A1 
X8117470, BTN2A3P 
X8117476, BTN3A3 
X8117485, BTN2A1 
X8117498, BTN1A1 
X8117510, HMGN4 
X8117520,
X8117522, ABT1 
X8117529,
X8117531,
X8117533,
X8117535, HIST1H2AG 
X8117537, HIST1H4I 
X8117543, HIST1H2AH 
X8117547, PRSS16 
X8117561,
X8117563,
X8117565,
X8117567, VN1R10P 
X8117572, ZNF391 
X8117576, MCFD2P1 
X8117578, RNU6-471P 
X8117580, HIST1H2AI 
X8117583, HIST1H2AI 
X8117589, HIST1H3H 
X8117594, HIST1H2BM 
X8117598, HIST1H4K 
X8117600, HIST1H2BN 
X8117608, HIST1H2AL 
X8117614, HIST1H2BO 
X8117620, OR2W6P 
X8117622, OR2B6 
X8117624,
X8117626, OR2B7P 
X8117628, OR1F12 
X8117630, ZNF165 
X8117640, ZSCAN16 
X8117646, ZKSCAN8 
X8117653,
X8117655, ZSCAN9 
X8117663, NKAPL 
X8117667, ZSCAN26 
X8117675, PGBD1 
X8117685, ZKSCAN3 
X8117696, COX11P1 
X8117698,
X8117700, GPX5 
X8117707, C6orf100 
X8117710, RN7SL257P 
X8117712, OR2J1 
X8117714, OR2J3 
X8117716, OR2J2 
X8117718, OR2J3 
X8117720, OR2B4P 
X8117722, OR14J1 
X8117724, OR12D2 
X8117727, OR10C1 
X8117732, OR2H1 
X8117739, OR2I1P 
X8117741, OR2H2 
X8117746, SNORD32B 
X8117748, MOG 
X8117760, HLA-F 
X8117773, LOC554223 
X8117777, HLA-G 
X8117800, HLA-A 
X8117809, HCG9 
X8117813, HLA-J 
X8117822, ZNRD1 
X8117834, PPP1R11 
X8117840, TRIM40 
X8117849, TRIM15 
X8117861, HLA-L 
X8117869, TRIM39-RPP21 
X8117881, RPP21 
X8117888, RANP1 
X8117890, HLA-E 
X8117900, DDR1 
X8117922, PRR3 
X8117929, ABCF1 
X8117955, MRPS18B 
X8117965, ATAT1 
X8117987, C6orf136 
X8117995, TUBB 
X8118005, RN7SKP186 
X8118007, GTF2H4 
X8118023, VARS2 
X8118028, VARS2 
X8118061, DPCR1 
X8118069, MUC21 
X8118076, PSORS1C1 
X8118086, TCF19 
X8118093, HCG27 
X8118098, RNU6-283P 
X8118100, MICA 
X8118111, HCP5 
X8118116, MICB 
X8118124, MCCD1 
X8118127, NFKBIL1 
X8118137, LTA 
X8118142, TNF 
X8118147, LTB 
X8118149, LST1 
X8118158, AIF1 
X8118174, PRRC2A 
X8118207, SNORA38 
X8118209, APOM 
X8118216,
X8118218, CSNK2B 
X8118228, LY6G5B 
X8118235, LY6G6F 
X8118242, LY6G6D 
X8118249, C6orf25 
X8118259, MSH5 
X8118293, MSH5-SAPCD1 
X8118302, SAPCD1 
X8118310, HSPA1A 
X8118314, HSPA1B 
X8118319, SNORD48 
X8118322, SNORD52 
X8118324, C2 
X8118345, CFB 
X8118367, SKIV2L 
X8118395, STK19 
X8118409, C4B 
X8118455, C4B 
X8118498, CYP21A2 
X8118509, PPT2 
X8118535, RNF5 
X8118544,
X8118548, HLA-DRA 
X8118556, HLA-DQA1 
X8118564, HLA-DQA2 
X8118571, PSMB9 
X8118580, BRD2 
X8118594, HLA-DPB1 
X8118607, HLA-DPB2 
X8118611, RNY4P10 
X8118613, SLC39A7 
X8118622, HSD17B8 
X8118632, MIR219A1 
X8118634, RING1 
X8118644, RPS18 
X8118655, B3GALT4 
X8118661, PFDN6 
X8118667, MYL8P 
X8118669, KIFC1 
X8118682, PHF1 
X8118696, SYNGAP1 
X8118721, ZBTB9 
X8118724, RN7SL26P 
X8118726, GGNBP1 
X8118734, ITPR3 
X8118794, HMGA1 
X8118804, PACSIN1 
X8118818,
X8118820,
X8118822,
X8118824,
X8118826, SNRPC 
X8118833, UHRF1BP1 
X8118861,
X8118863, ANKS1A 
X8118890, SCUBE3 
X8118915, ZNF76 
X8118932, DEF6 
X8118945, PPARD 
X8118963, FANCE 
X8118974, RPL10A 
X8118979,
X8118981, ARMC12 
X8118990, CLPSL2 
X8118995, LHFPL5 
X8119000, MAPK14 
X8119016, MAPK13 
X8119034, BRPF3 
X8119052, PNPLA1 
X8119067, KCTD20 
X8119076,
X8119078, RN7SL748P 
X8119080, SRSF3 
X8119088, CDKN1A 
X8119096, RAB44 
X8119102, RAB44 
X8119107,
X8119109, C6orf89 
X8119124, PI16 
X8119132, FGD2 
X8119153, COX6A1 
X8119159, RPL12P2 
X8119161, PIM1 
X8119169, TBC1D22B 
X8119184, RNF8 
X8119196, RN7SL273P 
X8119198, CMTR1 
X8119223, FLJ45825 
X8119227, ZFAND3 
X8119235, RNU1-87P 
X8119237, LOC100132005 
X8119239,
X8119241,
X8119243, DNAH8 
X8119336, RN7SL465P 
X8119338, GLP1R 
X8119357, DAAM2 
X8119386, TDRG1 
X8119390, LRFN2 
X8119394, RNU6-250P 
X8119396, TSPO2 
X8119403, APOBEC2 
X8119408, NFYA 
X8119423, ADCY10P1 
X8119427, TREML4 
X8119435, NCR2 
X8119444, FOXP4 
X8119466, MDFI 
X8119473, PRICKLE4 
X8119490,
X8119492, BYSL 
X8119503, TAF8 
X8119515, GUCA1A 
X8119525, HCRP1 
X8119527,
X8119529, UBR2 
X8119580, RNU6-890P 
X8119582, GLTSCR1L 
X8119595, RPL7L1 
X8119599, PTCRA 
X8119609, CNPY3 
X8119620, GNMT 
X8119627, PPP2R5D 
X8119648, KLHDC3 
X8119661, RRP36 
X8119670, KLC4 
X8119689, PTK7 
X8119712, SRF 
X8119722, CUL9 
X8119765, TTBK1 
X8119782, SLC22A7 
X8119799,
X8119801, ABCC10 
X8119827, RNU6-1113P 
X8119829, TJAP1 
X8119842, POLR1C 
X8119856,
X8119858, POLH 
X8119874, MAD2L1BP 
X8119882, RSPH9 
X8119894,
X8119896,
X8119898, VEGFA 
X8119915, LOC100132354 
X8119918, C6orf223 
X8119926, TMEM63B 
X8119951, CAPN11 
X8119974, SLC29A1 
X8119993, HSP90AB1 
X8120004, TMEM151B 
X8120011, SPATS1 
X8120022, CDC5L 
X8120043, RUNX2 
X8120057,
X8120059, RNU6-754P 
X8120061, ENPP4 
X8120067, SLC25A27 
X8120082, TDRD6 
X8120088, MEP1A 
X8120102, CD2AP 
X8120124, GPR111 
X8120135, GPR115 
X8120151, OPN5 
X8120163, RNU1-105P 
X8120165, CENPQ 
X8120176, C6orf141 
X8120184, TFAP2D 
X8120194, TFAP2B 
X8120204, RN7SL580P 
X8120206, MIR206 
X8120208, MIR133B 
X8120210, IL17A 
X8120215, PAQR8 
X8120222, EFHC1 
X8120239, TMEM14A 
X8120247, LOC100287869 
X8120249, RN7SK 
X8120251, FBXO9 
X8120269, FBXO9 
X8120271, FBXO9 
X8120273, RNU1-136P 
X8120275, RPL31P28 
X8120277,
X8120279, LRRC1 
X8120300, MLIP 
X8120315, TINAG 
X8120333, RNU6-1023P 
X8120335, FAM83B 
X8120342, HCRTR2 
X8120350, GFRAL 
X8120360, RNU6-626P 
X8120362, BEND6 
X8120378, KIAA1586 
X8120382, ZNF451 
X8120402, BAG2 
X8120411, PRIM2 
X8120428, FKBP1A 
X8120431, PTP4A1 
X8120441, PHF3 
X8120460, SLC25A51P1 
X8120462,
X8120464, RNU6-280P 
X8120466,
X8120468, BAI3 
X8120501, COL19A1 
X8120552, FAM135A 
X8120579, C6orf57 
X8120585, SMAP1 
X8120600, RNU6-411P 
X8120602, OGFRL1 
X8120613, RIMS1 
X8120654, KCNQ5 
X8120675, KHDC3L 
X8120679, DDX43 
X8120698, MTO1 
X8120715, RNU6-975P 
X8120717,
X8120719, CD109 
X8120756, RNU6-836P 
X8120758, SENP6 
X8120783, MYO6 
X8120820,
X8120822,
X8120824, RNU6-248P 
X8120826, IRAK1BP1 
X8120833, SH3BGRL2 
X8120838, TTK 
X8120860, BCKDHB 
X8120876, RNA5SP210 
X8120878,
X8120880, TPBG 
X8120883, DOPEY1 
X8120927, RWDD2A 
X8120932, PRSS35 
X8120937, RIPPLY2 
X8120943, CYB5R4 
X8120961, MRAP2 
X8120967, NT5E 
X8120979, RNU4-72P 
X8120981, RN7SL643P 
X8120983, HTR1E 
X8120990, RN7SKP209 
X8120992, ZNF292 
X8121002, SMIM8 
X8121009, C6orf163 
X8121015, C6orf165 
X8121031, SLC35A1 
X8121041, RNU6-444P 
X8121043, ORC3 
X8121062,
X8121064, RN7SL183P 
X8121066, SPACA1 
X8121076, PNRC1 
X8121085, RN7SL336P 
X8121087, PM20D2 
X8121095, ANKRD6 
X8121112, RN7SL11P 
X8121116,
X8121118, CASP8AP2 
X8121130,
X8121132, GJA10 
X8121134,
X8121136, RN7SL415P 
X8121138,
X8121140,
X8121142,
X8121144, MANEA 
X8121152, FUT9 
X8121159, RN7SL797P 
X8121161, UFL1 
X8121181, FHL5 
X8121193, KLHL32 
X8121209, POU3F2 
X8121212, BDH2P1 
X8121214, TSTD3 
X8121216, PRDM13 
X8121223,
X8121225, GRIK2 
X8121247,
X8121249, RNU6-897P 
X8121251, LIN28B 
X8121255, RN7SKP211 
X8121257, PRDM1 
X8121269, RNU6-344P 
X8121273, RNA5SP211 
X8121275,
X8121277, AIM1 
X8121298, RNU6-527P 
X8121300, QRSL1 
X8121312, C6orf203 
X8121317, RNU6-1299P 
X8121319, SOBP 
X8121330, RNU6-437P 
X8121332,
X8121334, NR2E1 
X8121347, RNU6-1144P 
X8121349, LACE1 
X8121363, RNU6-770P 
X8121365, FOXO3 
X8121370, ARMC2 
X8121390,
X8121392, CEP57L1 
X8121405, LOC100996634 
X8121416,
X8121418, SMPD2 
X8121429, FIG4 
X8121454, GPR6 
X8121461, CDC40 
X8121483,
X8121485,
X8121487, RNU6-1115P 
X8121489, AMD1 
X8121502, GTF3C6 
X8121508,
X8121510, RPF2 
X8121515, SLC16A10 
X8121525, KIAA1919 
X8121532, WISP3 
X8121547, FAM229B 
X8121553, RFPL4B 
X8121557,
X8121559, RNU6-1163P 
X8121561,
X8121563, MARCKS 
X8121569, FLJ34503 
X8121578, NT5DC1 
X8121588, DSE 
X8121596, FAM26F 
X8121601, FAM26E 
X8121605, FAM26D 
X8121613, RWDD1 
X8121622, RSPH4A 
X8121632, KPNA5 
X8121649, RFX6 
X8121670, RNA5SP214 
X8121672, VGLL2 
X8121681, RN7SKP18 
X8121683, RN7SKP51 
X8121685, DCBLD1 
X8121704, NUS1 
X8121712, SLC35F1 
X8121725, BRD7P3 
X8121727, BRD7P3 
X8121729, PLN 
X8121734, ASF1A 
X8121739,
X8121741, RNU6-194P 
X8121743,
X8121747, RNU6-1286P 
X8121749, GJA1 
X8121755, RNU1-18P 
X8121757, HSF2 
X8121768, PKIB 
X8121782, RN7SL564P 
X8121784, FABP7 
X8121794, SMPDL3A 
X8121803, CLVS2 
X8121814, NKAIN2 
X8121825, RNF217 
X8121838, TPD52L1 
X8121850, HEY2 
X8121861, NCOA7 
X8121884, RN7SKP56 
X8121886, HINT3 
X8121895, TRMT11 
X8121911, CENPW 
X8121916, RSPO3 
X8121927, RNF146 
X8121936, C6orf58 
X8121943,
X8121945,
X8121947,
X8121949, LAMA2 
X8122013, L3MBTL3 
X8122038, TMEM200A 
X8122045, AKAP7 
X8122058, ARG1 
X8122071, ENPP3 
X8122099, ENPP1 
X8122125, RN7SKP245 
X8122127, TAAR9 
X8122129, TAAR8 
X8122131, TAAR6 
X8122136, RPS12 
X8122142, SNORD101 
X8122144, SNORA33 
X8122146, LINC00326 
X8122150, EYA4 
X8122174,
X8122176, TCF21 
X8122182, TBPL1 
X8122194, RN7SL408P 
X8122196, RNA5SP218 
X8122198,
X8122200,
X8122202, MYB 
X8122222, PDE7B 
X8122240, RNA5SP219 
X8122242, PEX7 
X8122256, SLC35D3 
X8122259,
X8122261,
X8122263,
X8122265, TNFAIP3 
X8122277, RPSAP42 
X8122279, KIAA1244 
X8122317, HEBP2 
X8122327, CCDC28A 
X8122334, ACKR4 
X8122336, ABRACL 
X8122343, HECA 
X8122348, VTA1 
X8122365, GPR126 
X8122396, AIG1 
X8122405, TUBB8P2 
X8122409, PEX3 
X8122426, PHACTR2 
X8122440, LTV1 
X8122452, ZC2HC1B 
X8122457, STX11 
X8122464, UTRN 
X8122537, GRM1 
X8122552, RNA5SP222 
X8122554, RAB32 
X8122561, ADGB 
X8122598,
X8122600, STXBP5 
X8122634, SAMD5 
X8122637, SASH1 
X8122658, RNU6-1222P 
X8122660, UST 
X8122670, RN7SL234P 
X8122672, TAB2 
X8122684, SUMO4 
X8122689, GINM1 
X8122699, RPS18P9 
X8122701,
X8122703,
X8122705, PCMT1 
X8122717, RAET1E-AS1 
X8122720, ULBP2 
X8122724, ULBP1 
X8122732, BTF3P10 
X8122734, PPP1R14C 
X8122740,
X8122742,
X8122744, IYD 
X8122756, PLEKHG1 
X8122773, MTHFD1L 
X8122803, RNU6-302P 
X8122805, RNU6-300P 
X8122807, AKAP12 
X8122816, RN7SKP268 
X8122818, C6orf211 
X8122827, CCDC170 
X8122840, ESR1 
X8122843, ESR1 
X8122856,
X8122858, RNA5SP223 
X8122860, MYCT1 
X8122865, VIP 
X8122875, RNA5SP225 
X8122877,
X8122879,
X8122881,
X8122883,
X8122885, RNU6-896P 
X8122887, OPRM1 
X8122909, SCAF8 
X8122933, TIAM2 
X8122966, CLDN20 
X8122969,
X8122971, ARID1B 
X8122982, ZDHHC14 
X8122986, SNX9 
X8123006, SYNJ2 
X8123038, GTF2H5 
X8123044, TULP4 
X8123060, RN7SL173P 
X8123062, TMEM181 
X8123080, SYTL3 
X8123101, C6orf99 
X8123104, FNDC1 
X8123129, WTAP 
X8123137, ACAT2 
X8123148, MRPL18 
X8123155, PNLDC1 
X8123176, MAS1 
X8123181, IGF2R 
X8123230, LOC729603 
X8123232, SLC22A1 
X8123246, SLC22A3 
X8123259, PLG 
X8123274, MAP3K4 
X8123303, PACRG 
X8123313,
X8123315, QKI 
X8123332, RN7SL366P 
X8123334, LINC00602 
X8123336,
X8123338, RNU6-153P 
X8123340,
X8123342, FGFR1OP 
X8123362, FGFR1OP 
X8123364, CCR6 
X8123372,
X8123374, TCP10 
X8123388, UNC93A 
X8123398, TTLL2 
X8123405, LOC441179 
X8123407, MLLT4 
X8123437, KIF25 
X8123446, SMOC2 
X8123463, C6orf120 
X8123467, ERMARD 
X8123488, LINC00574 
X8123494, FAM120B 
X8123507, TBP 
X8123520, LINC00266-1 
X8123524, EXOC2 
X8123558, HUS1B 
X8123562, GMDS 
X8123579, C6orf195 
X8123584, MYLK4 
X8123598, SERPINB1 
X8123606, SERPINB9P1 
X8123609, SERPINB9 
X8123621, SERPINB6 
X8123637, HTATSF1P2 
X8123642, RNA5SP201 
X8123644, TUBB2A 
X8123651, TUBB2B 
X8123658, SLC22A23 
X8123678, PXDC1 
X8123685, FAM217A 
X8123695, ECI2 
X8123712,
X8123714,
X8123717, RPP40 
X8123726,
X8123728, LYRM4 
X8123737, RN7SL221P 
X8123739, NRN1 
X8123744, F13A1 
X8123760, LY86-AS1 
X8123763, RN7SL554P 
X8123765,
X8123767, SSR1 
X8123780, CAGE1 
X8123800,
X8123802, TXNDC5 
X8123819, EEF1E1 
X8123825, SLC35B3 
X8123843, OFCC1 
X8123864, TFAP2A 
X8123876, LINC00518 
X8123884, C6orf52 
X8123889,
X8123891, RNA5SP203 
X8123893, MAK 
X8123910, GCM2 
X8123920, ELOVL2 
X8123929, ERVFRD-1 
X8123936, NEDD9 
X8123949, RNU1-64P 
X8123951, ADTRP 
X8123959, RN7SKP293 
X8123961, TBC1D7 
X8123976, GFOD1 
X8123981, GFOD1 
X8123985,
X8123989, RANBP9 
X8124008, MCUR1 
X8124018,
X8124020, RNU6-645P 
X8124022, DTNBP1 
X8124036,
X8124038,
X8124040, ATXN1 
X8124055,
X8124057, RPL7P26 
X8124059, NUP153 
X8124082, RNA5SP204 
X8124086,
X8124088, KIF13A 
X8124129, NHLRC1 
X8124134, TPMT 
X8124144, DEK 
X8124156,
X8124158, RNU6-263P 
X8124160,
X8124162, RNU6-801P 
X8124164,
X8124166, MBOAT1 
X8124181, RN7SL128P 
X8124183, RNU6-141P 
X8124185, PRL 
X8124192,
X8124194,
X8124196, DCDC2 
X8124211, GPLD1 
X8124240, KIAA0319 
X8124262, TDP2 
X8124273, C6orf62 
X8124280, FAM65B 
X8124305, RN7SL334P 
X8124307, CMAHP 
X8124327,
X8124329,
X8124331, HIST1H2AA 
X8124335, HIST1H2BPS1 
X8124337, SLC17A1 
X8124351, SLC17A3 
X8124365, SLC17A2 
X8124380, HIST1H1A 
X8124385, HIST1H4B 
X8124388, HIST1H3B 
X8124391, HIST1H2AB 
X8124394, HIST1H2BB 
X8124397, HIST1H1C 
X8124402, HIST1H1T 
X8124406, HIST1H2BC 
X8124413, HIST1H4D 
X8124416, HIST1H3D 
X8124423, HIST1H2BG 
X8124430, HIST1H1D 
X8124433, HIST1H4G 
X8124437, HIST1H3F 
X8124440, HIST1H3G 
X8124446, HIST1H2APS4 
X8124448, HIST1H4H 
X8124455, RNU6-502P 
X8124457,
X8124459, ZNF322 
X8124467,
X8124469, GUSBP2 
X8124482, RNU2-62P 
X8124484, HIST1H2BJ 
X8124492, HIST1H2BK 
X8124495, POM121L2 
X8124498, ZNF204P 
X8124500, LOC439938 
X8124502, ZNF184 
